Position;Track Name;Artist;Streams;Date;Genre
144;The Box;Roddy Ricch;811524;12.05.21;['melodic rap', 'rap', 'trap']
145;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;809616;12.05.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
146;Little Bit of Love;Tom Grennan;808371;12.05.21;['uk pop', 'modern rock']
147;Cloud 9;Beach Bunny;808284;12.05.21;['chicago indie', 'indie pop', 'bubblegrunge', 'pop']
148;my ex's best friend (with blackbear);Machine Gun Kelly;806726;12.05.21;['ohio hip hop', 'pop rap']
149;Riptide;Vance Joy;796646;12.05.21;['folk-pop', 'pop rock', 'modern rock', 'pop']
150;Rain On Me (with Ariana Grande);Lady Gaga;793237;12.05.21;['pop', 'post-teen pop', 'dance pop']
151;Falling;Harry Styles;792701;12.05.21;['pop', 'post-teen pop']
152;Travesuras - Remix;Nio Garcia;792068;12.05.21;['trap latino', 'reggaeton', 'latin']
153;Counting Stars;OneRepublic;789797;12.05.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
154;SICKO MODE;Travis Scott;783359;12.05.21;['slap house', 'rap']
155;TE MUDASTE;Bad Bunny;778051;12.05.21;['trap latino', 'reggaeton', 'latin']
156;everything i wanted;Billie Eilish;778018;12.05.21;['pop', 'electropop']
157;Ramen & OJ;Joyner Lucas;777969;12.05.21;['boston hip hop', 'pop rap', 'rap', 'hip hop']
158;Somebody That I Used To Know;Gotye;777738;12.05.21;['australian pop']
159;La Nota;Manuel Turizo;775750;12.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
160;Jocelyn Flores;XXXTENTACION;775308;12.05.21;['miami hip hop', 'emo rap']
161;Dior;Pop Smoke;773916;12.05.21;['brooklyn drill']
162;No Te Enamores - Remix;Milly;772651;12.05.21;['trap latino', 'reggaeton flow', 'reggaeton']
163;Laugh Now Cry Later (feat. Lil Durk);Drake;772509;12.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
164;Lonely (with benny blanco);Justin Bieber;770815;12.05.21;['canadian pop', 'post-teen pop', 'pop']
165;Closer;The Chainsmokers;769572;12.05.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
166;Every Breath You Take;The Police;769469;12.05.21;['permanent wave', 'rock', 'classic rock', 'soft rock', 'album rock', 'mellow gold', 'art rock', 'new wave']
167;The Hills;The Weeknd;769170;12.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
168;Do I Wanna Know?;Arctic Monkeys;768764;12.05.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
169;Blueberry Faygo;Lil Mosey;767128;12.05.21;['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
170;Smells Like Teen Spirit;Nirvana;763205;12.05.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
171;Another One Bites The Dust - Remastered 2011;Queen;762603;12.05.21;['glam rock', 'classic rock', 'rock']
172;Something Just Like This;The Chainsmokers;760116;12.05.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
173;Can't Hold Us - feat. Ray Dalton;Macklemore & Ryan Lewis;760031;12.05.21;['seattle hip hop', 'pop rap']
174;Bubblegum Bitch;MARINA;760030;12.05.21;['500 Internal Server Error\n\nInternal Server Error\nThe server encountered an internal error or\nmisconfiguration and was unable to complete\nyour request.\nPlease contact the server administrator at \n glennm@spotify.com to inform them of the time this error occurred', 'and the actions you performed just before this error.\nMore information about this error may be available\nin the server error log.\n\nApache/2.4.25 (Debian) Server at everynoise.com Port 443']
175;If the World Was Ending - feat. Julia Michaels;JP Saxe;757659;12.05.21;['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
176;The Real Slim Shady;Eminem;757462;12.05.21;['detroit hip hop', 'rap', 'hip hop']
177;Poblado;Crissin;756941;12.05.21;['reggaeton', 'trap latino', 'latin', 'latin hip hop', 'reggaeton flow', 'perreo', 'reggaeton colombiano', 'latin pop', 'musica popular colombiana']
178;Tipo Gin - Ao Vivo;MC Kevin o Chris;756044;12.05.21;['funk 150 bpm', 'funk carioca']
179;Life Is Good (feat. Drake);Future;753023;12.05.21;['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
180;Cupid's Chokehold / Breakfast in America;Gym Class Heroes;751679;12.05.21;['pop rap', 'dance pop']
181;Stereo Hearts (feat. Adam Levine);Gym Class Heroes;751274;12.05.21;['pop rap', 'dance pop']
182;One Dance;Drake;749749;12.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
183;At My Worst;Pink Sweat$;749052;12.05.21;['bedroom soul', 'pop']
184;Mr. Brightside;The Killers;745220;12.05.21;['dance rock', 'permanent wave', 'modern rock', 'rock']
185;Godzilla (feat. Juice WRLD);Eminem;744642;12.05.21;['detroit hip hop', 'rap', 'hip hop']
186;HOLIDAY;Lil Nas X;740505;12.05.21;['lgbtq+ hip hop', 'pop rap']
187;LET IT GO (feat. Justin Bieber & 21 Savage);DJ Khaled;738296;12.05.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
188;Liberdade (Quando o Grave Bate Forte);Alok;732084;12.05.21;['pop nacional', 'slap house', 'electro house']
189;Wishing Well;Juice WRLD;730386;12.05.21;['melodic rap', 'chicago rap']
190;PROBLEMA;Daddy Yankee;729449;12.05.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
191;Come & Go (with Marshmello);Juice WRLD;729409;12.05.21;['melodic rap', 'chicago rap']
192;Robbery;Juice WRLD;726303;12.05.21;['melodic rap', 'chicago rap']
193;Run It Up (feat. Offset & Moneybagg Yo);Lil Tjay;717007;12.05.21;['melodic rap', 'nyc rap', 'brooklyn drill']
194;Disco Arranhado - Funk Remix;Malu;716858;12.05.21;['spanish pop rock', 'spanish pop', 'latin arena pop', 'pop flamenco', 'latin pop']
195;Extasy;187 Strassenbande;716609;12.05.21;['hamburg hip hop', 'german hip hop']
196;Train Wreck;James Arthur;716247;12.05.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
197;SugarCrash!;ElyOtto;715661;12.05.21;['weirdcore']
198;In the End;Linkin Park;713723;12.05.21;['rap metal', 'post-grunge', 'nu metal', 'alternative metal']
199;SAD!;XXXTENTACION;710966;12.05.21;['miami hip hop', 'emo rap']
200;Explícito;Myke Towers;709173;12.05.21;['trap latino']
1;MONTERO (Call Me By Your Name);Lil Nas X;5996776;13.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5373636;13.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5296824;13.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4275366;13.05.21;['uk pop', 'pop', 'dance pop']
5;Astronaut In The Ocean;Masked Wolf;3558277;13.05.21;['australian hip hop']
6;Leave The Door Open;Bruno Mars;3427394;13.05.21;['pop', 'post-teen pop', 'dance pop']
7;Fiel;Los Legendarios;3258799;13.05.21;['trap latino', 'reggaeton', 'latin']
8;RAPSTAR;Polo G;3185982;13.05.21;['chicago rap']
9;Pareja Del Año;Sebastian Yatra;3074590;13.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
10;deja vu;Olivia Rodrigo;3017659;13.05.21;['pop']
11;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2950809;13.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
12;Your Power;Billie Eilish;2853277;13.05.21;['pop', 'electropop']
13;drivers license;Olivia Rodrigo;2725401;13.05.21;['pop']
14;AM;Nio Garcia;2688942;13.05.21;['trap latino', 'reggaeton', 'latin']
15;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2608150;13.05.21;['london rap']
16;Blinding Lights;The Weeknd;2602064;13.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2566343;13.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Heartbreak Anniversary;Giveon;2424787;13.05.21;['pop', 'r&b']
19;telepatía;Kali Uchis;2372113;13.05.21;['colombian pop', 'pop']
20;The Business;Tiësto;2318714;13.05.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
21;DÁKITI;Bad Bunny;2224081;13.05.21;['trap latino', 'reggaeton', 'latin']
22;Botella Tras Botella;Gera MX;2171145;13.05.21;['mexican hip hop', 'rap conciencia']
23;Miss The Rage (feat. Playboi Carti);Trippie Redd;2129096;13.05.21;['melodic rap', 'rap', 'trap']
24;Runaway;AURORA;2107217;13.05.21;['norwegian pop', 'art pop']
25;Save Your Tears;The Weeknd;1996597;13.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
26;i n t e r l u d e;J. Cole;1987556;13.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
27;Hold On;Justin Bieber;1941503;13.05.21;['canadian pop', 'post-teen pop', 'pop']
28;Up;Cardi B;1882437;13.05.21;['pop rap', 'pop', 'rap', 'dance pop']
29;Heat Waves;Glass Animals;1816669;13.05.21;['gauze pop', 'shiver pop', 'indietronica']
30;Mood (feat. iann dior);24kGoldn;1811473;13.05.21;['cali rap']
31;Your Love (9PM);ATB;1787804;13.05.21;['german dance', 'german trance', 'german techno', 'trance']
32;Watermelon Sugar;Harry Styles;1783915;13.05.21;['pop', 'post-teen pop']
33;EL MAKINON;KAROL G;1766099;13.05.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
34;Arcade;Duncan Laurence;1751812;13.05.21;['dutch pop']
35;Beautiful Mistakes (feat. Megan Thee Stallion);Maroon 5;1733525;13.05.21;['pop', 'pop rock']
36;Bandido;Myke Towers;1717395;13.05.21;['trap latino']
37;Streets;Doja Cat;1706353;13.05.21;['pop', 'dance pop']
38;Goosebumps - Remix;Travis Scott;1692717;13.05.21;['slap house', 'rap']
39;Don't Start Now;Dua Lipa;1649488;13.05.21;['uk pop', 'pop', 'dance pop']
40;BED;Joel Corry;1612693;13.05.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
41;Dynamite;BTS;1609863;13.05.21;['k-pop boy group', 'k-pop']
42;Someone You Loved;Lewis Capaldi;1604735;13.05.21;['uk pop', 'pop']
43;911;Sech;1599202;13.05.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
44;Higher Power;Coldplay;1578890;13.05.21;['permanent wave', 'pop']
45;LA NOCHE DE ANOCHE;Bad Bunny;1505275;13.05.21;['trap latino', 'reggaeton', 'latin']
46;Head & Heart (feat. MNEK);Joel Corry;1482563;13.05.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
47;WITHOUT YOU;The Kid LAROI;1434409;13.05.21;['australian hip hop']
48;We're Good;Dua Lipa;1432029;13.05.21;['uk pop', 'pop', 'dance pop']
49;Calling My Phone;Lil Tjay;1427797;13.05.21;['melodic rap', 'nyc rap', 'brooklyn drill']
50;Talking to the Moon;Bruno Mars;1411531;13.05.21;['pop', 'post-teen pop', 'dance pop']
51;Rasputin;Majestic;1350033;13.05.21;['uk dance', 'house', 'pop dance']
52;positions;Ariana Grande;1309410;13.05.21;['pop', 'post-teen pop', 'dance pop']
53;Sweater Weather;The Neighbourhood;1307149;13.05.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
54;Wants and Needs (feat. Lil Baby);Drake;1274563;13.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
55;Paradise (feat. Dermot Kennedy);MEDUZA;1255557;13.05.21;['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
56;Baila Conmigo (with Rauw Alejandro);Selena Gomez;1254400;13.05.21;['pop', 'post-teen pop', 'dance pop']
57;Cover Me In Sunshine;P!nk;1249315;13.05.21;['pop', 'dance pop', 'post-teen pop']
58;Dance Monkey;Tones And I;1238489;13.05.21;['australian pop', 'pop']
59;WITHOUT YOU (with Miley Cyrus);The Kid LAROI;1234475;13.05.21;['australian hip hop']
60;Good Days;SZA;1227697;13.05.21;['pop', 'r&b', 'pop rap']
61;Best Friend (feat. Doja Cat);Saweetie;1224730;13.05.21;['trap queen', 'pop', 'pop rap', 'cali rap', 'dance pop']
62;2/Catorce;Rauw Alejandro;1217257;13.05.21;['puerto rican pop', 'trap latino']
63;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;1207639;13.05.21;['trap', 'rap', 'pop rap']
64;Levitating;Dua Lipa;1201368;13.05.21;['uk pop', 'pop', 'dance pop']
65;ROCKSTAR (feat. Roddy Ricch);DaBaby;1197704;13.05.21;['north carolina hip hop', 'rap']
66;Roses - Imanbek Remix;SAINt JHN;1158115;13.05.21;['melodic rap', 'slap house', 'rap', 'pop rap']
67;Hecha Pa' Mi;Boza;1154576;13.05.21;['reggaeton']
68;Wellerman - Sea Shanty / 220 KID x Billen Ted Remix;Nathan Evans;1149813;13.05.21;['german pop', 'kleine hoerspiel', 'german rock', 'shanty']
69;Dick (feat. Doja Cat);StarBoi3;1122794;13.05.21;['pop', 'dance pop', 'pop rap', 'trap queen', 'escape room', 'post-teen pop', 'r&b', 'alternative r&b', 'electropop', 'alt z']
70;34+35;Ariana Grande;1121545;13.05.21;['pop', 'post-teen pop', 'dance pop']
71;lovely (with Khalid);Billie Eilish;1118391;13.05.21;['pop', 'electropop']
72;Miénteme;TINI;1116424;13.05.21;['pop argentino', 'latin pop']
73;you broke me first;Tate McRae;1106867;13.05.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
74;Ella No Es Tuya - Remix;Rochy RD;1100219;13.05.21;['dembow', 'rap dominicano', 'dominican pop', 'trap latino']
75;Before You Go;Lewis Capaldi;1095392;13.05.21;['uk pop', 'pop']
76;Another Love;Tom Odell;1085259;13.05.21;['pop']
77;Anyone;Justin Bieber;1085176;13.05.21;['canadian pop', 'post-teen pop', 'pop']
78;My Head & My Heart;Ava Max;1081725;13.05.21;['pop', 'dance pop', 'post-teen pop']
79;512;Mora;1045530;13.05.21;['trap latino', 'reggaeton']
80;Circles;Post Malone;1042088;13.05.21;['dfw rap', 'melodic rap', 'rap']
81;Bipolar;Mc Davi;1032405;13.05.21;['funk paulista', 'funk carioca', 'funk ostentacao']
82;Never Left;Lil Tecca;1028262;13.05.21;['melodic rap', 'trap', 'rap']
83;Shallow;Lady Gaga;1028024;13.05.21;['pop', 'post-teen pop', 'dance pop']
84;WAP (feat. Megan Thee Stallion);Cardi B;1024697;13.05.21;['pop rap', 'pop', 'rap', 'dance pop']
85;Freaks;Surf Curse;1010166;13.05.21;['surf punk', 'indie surf', 'vegas indie', 'dreamo']
86;goosebumps;Travis Scott;1009303;13.05.21;['slap house', 'rap']
87;Follow You;Imagine Dragons;1008103;13.05.21;['modern rock', 'pop', 'rock']
88;Reloj;Rauw Alejandro;999377;13.05.21;['puerto rican pop', 'trap latino']
89;Wasted Love (feat. Lagique);Ofenbach;999230;13.05.21;['tropical house', 'pop dance', 'new french touch', 'edm']
90;Martin & Gina;Polo G;998038;13.05.21;['chicago rap']
91;bad guy;Billie Eilish;997559;13.05.21;['pop', 'electropop']
92;Whoopty;CJ;992118;13.05.21;['nyc rap']
93;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;992018;13.05.21;['dfw rap', 'melodic rap', 'rap']
94;Prisoner (feat. Dua Lipa);Miley Cyrus;985472;13.05.21;['pop', 'post-teen pop', 'dance pop']
95;Believer;Imagine Dragons;982930;13.05.21;['modern rock', 'pop', 'rock']
96;Heather;Conan Gray;982648;13.05.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
97;Therefore I Am;Billie Eilish;957003;13.05.21;['pop', 'electropop']
98;Memories;Maroon 5;954256;13.05.21;['pop', 'pop rock']
99;Solid (feat. Drake);Young Stoner Life;950623;13.05.21;['rap', 'trap', 'hip hop']
100;GIRL LIKE ME;Black Eyed Peas;950051;13.05.21;['dance pop', 'pop rap', 'pop']
101;What You Know Bout Love;Pop Smoke;949976;13.05.21;['brooklyn drill']
102;In the morning;ITZY;943936;13.05.21;['k-pop girl group']
103;Shape of You;Ed Sheeran;940777;13.05.21;['uk pop', 'pop']
104;Hawái;Maluma;940591;13.05.21;['reggaeton colombiano', 'reggaeton', 'latin']
105;Adore You;Harry Styles;935452;13.05.21;['pop', 'post-teen pop']
106;Señorita;Shawn Mendes;923534;13.05.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
107;Volta Bebê, Volta Neném;Dj Guuga;920916;13.05.21;['rave funk', 'funk paulista', 'funk carioca']
108;Aloha;Maluma;916624;13.05.21;['reggaeton colombiano', 'reggaeton', 'latin']
109;Snow Tha Product: Bzrp Music Sessions, Vol. 39;Bizarrap;915978;13.05.21;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
110;Lucid Dreams;Juice WRLD;909694;13.05.21;['melodic rap', 'chicago rap']
111;Take Me To Church;Hozier;908836;13.05.21;['irish singer-songwriter', 'pop', 'modern rock']
112;Batom de Cereja - Ao Vivo;Israel & Rodolffo;905528;13.05.21;"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
113;I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby);DJ Khaled;904308;13.05.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
114;For The Night (feat. Lil Baby & DaBaby);Pop Smoke;902318;13.05.21;['brooklyn drill']
115;Breaking Me;Topic;896181;13.05.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
116;Holy (feat. Chance The Rapper);Justin Bieber;893267;13.05.21;['canadian pop', 'post-teen pop', 'pop']
117;death bed (coffee for your head);Powfu;889679;13.05.21;['sad rap']
118;Say You Won't Let Go;James Arthur;887444;13.05.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
119;Perfect;Ed Sheeran;877645;13.05.21;['uk pop', 'pop']
120;Yellow;Coldplay;876278;13.05.21;['permanent wave', 'pop']
121;Break My Heart;Dua Lipa;866927;13.05.21;['uk pop', 'pop', 'dance pop']
122;No Role Modelz;J. Cole;866865;13.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
123;Dreams - 2004 Remaster;Fleetwood Mac;865156;13.05.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
124;Poblado;Crissin;861597;13.05.21;['reggaeton', 'trap latino', 'latin', 'latin hip hop', 'reggaeton flow', 'perreo', 'reggaeton colombiano', 'latin pop', 'musica popular colombiana']
125;Slumber Party (feat. Princess Nokia);Ashnikko;861425;13.05.21;['escape room', 'alt z', 'electropop', 'pop']
126;Bohemian Rhapsody - Remastered 2011;Queen;859067;13.05.21;['glam rock', 'classic rock', 'rock']
127;You;Regard;847664;13.05.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
128;Daddy Issues;The Neighbourhood;846816;13.05.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
129;EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);DJ Khaled;839985;13.05.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
130;Wake Me Up;Avicii;836722;13.05.21;['edm', 'pop dance', 'pop', 'dance pop']
131;Golden;Harry Styles;834744;13.05.21;['pop', 'post-teen pop']
132;BICHOTA;KAROL G;834633;13.05.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
133;Run;OneRepublic;830262;13.05.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
134;The Nights;Avicii;827305;13.05.21;['edm', 'pop dance', 'pop', 'dance pop']
135;Tipo Gin - Ao Vivo;MC Kevin o Chris;825700;13.05.21;['funk 150 bpm', 'funk carioca']
136;What’s Next;Drake;824522;13.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
137;Savage Love (Laxed - Siren Beat);Jawsh 685;823233;13.05.21;['nz pop']
138;All of Me;John Legend;822997;13.05.21;['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']
139;Headshot (feat. Polo G & Fivio Foreign);Lil Tjay;822809;13.05.21;['melodic rap', 'nyc rap', 'brooklyn drill']
140;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;820303;13.05.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
141;Ride It;Regard;816401;13.05.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
142;The Box;Roddy Ricch;814715;13.05.21;['melodic rap', 'rap', 'trap']
143;Just the Way You Are;Bruno Mars;812752;13.05.21;['pop', 'post-teen pop', 'dance pop']
144;7 rings;Ariana Grande;810154;13.05.21;['pop', 'post-teen pop', 'dance pop']
145;HIGHEST IN THE ROOM;Travis Scott;808086;13.05.21;['slap house', 'rap']
146;One Day;Lovejoy;807038;13.05.21;['dream smp']
147;my ex's best friend (with blackbear);Machine Gun Kelly;805135;13.05.21;['ohio hip hop', 'pop rap']
148;Riptide;Vance Joy;804680;13.05.21;['folk-pop', 'pop rock', 'modern rock', 'pop']
149;Travesuras - Remix;Nio Garcia;801067;13.05.21;['trap latino', 'reggaeton', 'latin']
150;Little Bit of Love;Tom Grennan;798182;13.05.21;['uk pop', 'modern rock']
151;Every Breath You Take;The Police;796875;13.05.21;['permanent wave', 'rock', 'classic rock', 'soft rock', 'album rock', 'mellow gold', 'art rock', 'new wave']
152;Cloud 9;Beach Bunny;794412;13.05.21;['chicago indie', 'indie pop', 'bubblegrunge', 'pop']
153;La Nota;Manuel Turizo;788917;13.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
154;Another One Bites The Dust - Remastered 2011;Queen;787272;13.05.21;['glam rock', 'classic rock', 'rock']
155;Counting Stars;OneRepublic;785367;13.05.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
156;TE MUDASTE;Bad Bunny;785237;13.05.21;['trap latino', 'reggaeton', 'latin']
157;SICKO MODE;Travis Scott;780655;13.05.21;['slap house', 'rap']
158;Rain On Me (with Ariana Grande);Lady Gaga;780388;13.05.21;['pop', 'post-teen pop', 'dance pop']
159;Somebody That I Used To Know;Gotye;775813;13.05.21;['australian pop']
160;Body;Russ Millions;775754;13.05.21;['uk hip hop', 'uk drill', 'afroswing', 'uk alternative hip hop']
161;Falling;Harry Styles;773253;13.05.21;['pop', 'post-teen pop']
162;Smells Like Teen Spirit;Nirvana;773008;13.05.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
163;No Te Enamores - Remix;Milly;770519;13.05.21;['trap latino', 'reggaeton flow', 'reggaeton']
164;Jocelyn Flores;XXXTENTACION;769330;13.05.21;['miami hip hop', 'emo rap']
165;Closer;The Chainsmokers;767418;13.05.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
166;Can't Hold Us - feat. Ray Dalton;Macklemore & Ryan Lewis;765811;13.05.21;['seattle hip hop', 'pop rap']
167;Do I Wanna Know?;Arctic Monkeys;765002;13.05.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
168;Blueberry Faygo;Lil Mosey;764915;13.05.21;['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
169;The Hills;The Weeknd;764697;13.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
170;Dior;Pop Smoke;763364;13.05.21;['brooklyn drill']
171;Laugh Now Cry Later (feat. Lil Durk);Drake;762301;13.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
172;everything i wanted;Billie Eilish;760642;13.05.21;['pop', 'electropop']
173;Something Just Like This;The Chainsmokers;758088;13.05.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
174;Lonely (with benny blanco);Justin Bieber;756626;13.05.21;['canadian pop', 'post-teen pop', 'pop']
175;Ramen & OJ;Joyner Lucas;756217;13.05.21;['boston hip hop', 'pop rap', 'rap', 'hip hop']
176;Liberdade (Quando o Grave Bate Forte);Alok;755335;13.05.21;['pop nacional', 'slap house', 'electro house']
177;The Real Slim Shady;Eminem;755199;13.05.21;['detroit hip hop', 'rap', 'hip hop']
178;Mr. Brightside;The Killers;754963;13.05.21;['dance rock', 'permanent wave', 'modern rock', 'rock']
179;One Dance;Drake;750276;13.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
180;Bubblegum Bitch;MARINA;750131;13.05.21;['500 Internal Server Error\n\nInternal Server Error\nThe server encountered an internal error or\nmisconfiguration and was unable to complete\nyour request.\nPlease contact the server administrator at \n glennm@spotify.com to inform them of the time this error occurred', 'and the actions you performed just before this error.\nMore information about this error may be available\nin the server error log.\n\nApache/2.4.25 (Debian) Server at everynoise.com Port 443']
181;Disco Arranhado - Funk Remix;Malu;746758;13.05.21;['spanish pop rock', 'spanish pop', 'latin arena pop', 'pop flamenco', 'latin pop']
182;Stereo Hearts (feat. Adam Levine);Gym Class Heroes;746412;13.05.21;['pop rap', 'dance pop']
183;If the World Was Ending - feat. Julia Michaels;JP Saxe;745660;13.05.21;['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
184;Cupid's Chokehold / Breakfast in America;Gym Class Heroes;745217;13.05.21;['pop rap', 'dance pop']
185;PROBLEMA;Daddy Yankee;743089;13.05.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
186;Life Is Good (feat. Drake);Future;741289;13.05.21;['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
187;Godzilla (feat. Juice WRLD);Eminem;737649;13.05.21;['detroit hip hop', 'rap', 'hip hop']
188;HOLIDAY;Lil Nas X;735479;13.05.21;['lgbtq+ hip hop', 'pop rap']
189;Mr. Perfectly Fine (Taylor’s Version) (From The Vault);Taylor Swift;732476;13.05.21;['pop', 'post-teen pop']
190;Me Fije;Alex Rose;731061;13.05.21;['trap latino', 'reggaeton', 'reggaeton flow', 'latin']
191;Explícito;Myke Towers;728090;13.05.21;['trap latino']
192;Come & Go (with Marshmello);Juice WRLD;723477;13.05.21;['melodic rap', 'chicago rap']
193;Run It Up (feat. Offset & Moneybagg Yo);Lil Tjay;721558;13.05.21;['melodic rap', 'nyc rap', 'brooklyn drill']
194;Wishing Well;Juice WRLD;720381;13.05.21;['melodic rap', 'chicago rap']
195;Wonderwall - Remastered;Oasis;719826;13.05.21;['madchester', 'permanent wave', 'beatlesque', 'britpop', 'rock']
196;Robbery;Juice WRLD;718840;13.05.21;['melodic rap', 'chicago rap']
197;L-Gante: Bzrp Music Sessions, Vol.38;Bizarrap;717738;13.05.21;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
198;Fan de Tus Fotos;Nicky Jam;716921;13.05.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
199;Take on Me;a-ha;714722;13.05.21;['new romantic', 'synthpop', 'new wave', 'permanent wave', 'new wave pop', 'soft rock', 'europop']
200;Machu Picchu;Camilo;709123;13.05.21;['reggaeton colombiano', 'colombian pop']
1;a m a r i;J. Cole;6595971;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
2;m y . l i f e (with 21 Savage & Morray);J. Cole;6444369;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
3;MONTERO (Call Me By Your Name);Lil Nas X;6326457;14.05.21;['lgbtq+ hip hop', 'pop rap']
